"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"0.00452672619211477","0.155497384885158","-0.355698211360031","0.00256801951454799","0.34577248572034","0.00722257004679327","0.02216303249014","-0.19003209999112","-0.301357372562433","0.143824185966217","-0.160121405576688","0.205330443427137","0.161154734395246","0.200053242938608","0.28914361564078","0.135585586127584","0.305088445998991","-0.124263863080084","0.169379104312233","-0.195664564265012","-0.14455611931541","-0.202593956329699","-0.299288822367728","-0.141711242556984","AF16","20C"
"0.017313408241233","0.161553832360977","-0.343775769631263","0.00367631218581905","0.351247670434121","0.0175285516106281","0.0116245649938304","-0.161818536816002","-0.294293768303521","0.137122536964255","-0.160558637867787","0.20773450254404","0.162945903654643","0.20834676066264","0.289950937505839","0.135475854528221","0.303662020337812","-0.122064769746958","0.172727896436885","-0.215783436904272","-0.147446963313869","-0.216737154360634","-0.298173365629801","-0.140236116638976","AF16","20C"
"0.00745749419527178","0.189494839616758","-0.368332653884428","0.00115503379066382","0.334905775390021","0.00508301847913114","0.0111666512335252","-0.161713542409467","-0.295892307321318","0.137046945398502","-0.159457677465301","0.201416882657774","0.159146317059448","0.190824874911145","0.282296877840276","0.129844784999098","0.305033570890264","-0.122349593185337","0.171278118619057","-0.202958106822799","-0.145838026613121","-0.205072763130976","-0.308686900710588","-0.152556045796826","AF16","20C"
"0.00730748992693727","0.169273056176715","-0.367588386495594","-0.00678933828611572","0.326491519757584","0.00358807128164155","0.00948776356168345","-0.168829294205907","-0.2940400007221","0.137744037294136","-0.159853891552402","0.215623335006288","0.161073096933717","0.206671188774518","0.282575132372797","0.130194471571953","0.305142559290068","-0.123641260823513","0.170456951480025","-0.208095896227993","-0.144954860318281","-0.211138645548825","-0.301768580013123","-0.145991316643623","AF16","20C"
"0.0149450888136992","0.178666227422554","-0.365086052242188","-0.00228237868728584","0.349097617369973","-0.00361201601944035","0.0156094965068354","-0.172001852071328","-0.296503014197756","0.137592222637476","-0.159177503241728","0.194593519991869","0.161047254364702","0.193917348803077","0.293129780908931","0.138885191588382","0.298613050239124","-0.117570607106003","0.170211837448508","-0.194648516973277","-0.14638516641393","-0.208801215292314","-0.300058329973513","-0.141781445395186","AF16","20C"
"0.0114297134767886","0.159890411504945","-0.376131094379955","-0.00143662331924431","0.339914493082583","0.00670706242078946","0.0165936291715577","-0.194442989326117","-0.302547545512906","0.145484385053728","-0.159425814888176","0.210024460798756","0.158264200202443","0.192002630735728","0.277563019256187","0.127168064474423","0.291552803931605","-0.112742649961141","0.169799891913625","-0.198856888275987","-0.142998091431984","-0.20378418914189","-0.30364724028983","-0.149747966493496","AF16","20C"
"0.0290834596947869","0.197129144709815","-0.363667273623742","-0.000754678681260792","0.32123555649129","0.00143957894580653","0.0186377433441105","-0.19375284328364","-0.295589212520388","0.136023096616129","-0.160220124907893","0.201753850548839","0.16395053650588","0.203933333630539","0.283640975594348","0.128972412962577","0.294036736533923","-0.113375040865177","0.171329842447241","-0.197920127817768","-0.149149601692958","-0.224097306332322","-0.300672044775445","-0.141769286437837","AF16","20C"
"0.00464372621851598","0.162062677845246","-0.36969176090111","-0.0103694296374584","0.344304729321289","-0.0190875377190509","0.0120220812843881","-0.16840245054052","-0.29738908160046","0.138425675647787","-0.161330240827558","0.208151298856075","0.162066211543102","0.204634055046109","0.289930040947692","0.135227023396056","0.29530753509123","-0.113903242692971","0.169639162141542","-0.190567991246582","-0.146720229116092","-0.214315392793855","-0.300484805736483","-0.142541710897283","AF16","20C"
"0.00849542000081458","0.192699140075877","-0.376358378664838","-0.00287408188351583","0.325973089961997","0.00701256842309953","0.0237933918503298","-0.178140688489762","-0.305514554790152","0.146813684372148","-0.160151643676085","0.202956482853923","0.157992076390031","0.186854581198029","0.275086595878829","0.122835760471916","0.299502496477785","-0.11760463836135","0.172657789699362","-0.206205001678316","-0.144983698981236","-0.201028042273711","-0.304157758485697","-0.147366736754629","AF16","20C"
"0.00652309817778691","0.161571853573937","-0.378171221635988","0.0105699443346609","0.340849801304195","0.0212227460902733","0.00168088902860916","-0.187598855452946","-0.288600033805634","0.129802856104697","-0.158861084431775","0.199790610634637","0.158700532735875","0.187395713437109","0.27518259930727","0.122677762800185","0.298484161153132","-0.117997286884327","0.173394507383751","-0.213905015348466","-0.146427169223443","-0.221037773910937","-0.305286120966654","-0.149011016467826","AF16","20C"
